Date,HomeTeam,AwayTeam,FTR,HomeFTHG_all_avg_25,AwayFTHG_all_avg_25,HomeFTAG_all_avg_25,AwayFTAG_all_avg_25,HomeHTHG_all_avg_25,AwayHTHG_all_avg_25,HomeHTAG_all_avg_25,AwayHTAG_all_avg_25,HomeHS_all_avg_25,AwayHS_all_avg_25,HomeAS_all_avg_25,AwayAS_all_avg_25,HomeHST_all_avg_25,AwayHST_all_avg_25,HomeAST_all_avg_25,AwayAST_all_avg_25,HomeHC_all_avg_25,AwayHC_all_avg_25,HomeAC_all_avg_25,AwayAC_all_avg_25,HomeHF_all_avg_25,AwayHF_all_avg_25,HomeAF_all_avg_25,AwayAF_all_avg_25,HomeHY_all_avg_25,AwayHY_all_avg_25,HomeAY_all_avg_25,AwayAY_all_avg_25,HomeHR_all_avg_25,AwayHR_all_avg_25,HomeAR_all_avg_25,AwayAR_all_avg_25,HomeFTHG_same_avg_2,AwayFTAG_same_avg_2,HomeHTHG_same_avg_2,AwayHTAG_same_avg_2,HomeHS_same_avg_2,AwayAS_same_avg_2,HomeHST_same_avg_2,AwayAST_same_avg_2,HomeHC_same_avg_2,AwayAC_same_avg_2,HomeHF_same_avg_2,AwayAF_same_avg_2,HomeHY_same_avg_2,AwayAY_same_avg_2,HomeHR_same_avg_2,AwayAR_same_avg_2
2004-05-08,Everton,Bolton,A,1.44,1.56,1.0,1.0,0.56,0.68,0.44,0.44,13.28,11.76,11.28,11.12,7.2,6.68,6.04,5.44,7.2,5.88,5.0,4.16,11.36,13.12,14.96,11.76,1.48,1.36,2.04,2.08,0.12,0.04,0.08,0.0,1.5,0.5,0.5,0.0,12.5,7.5,7.0,2.0,6.5,4.5,9.5,12.0,1.0,2.5,0.5,0.5
2004-05-08,Leeds,Charlton,D,1.36,1.2,1.6,1.04,0.72,0.76,0.76,0.48,11.56,15.52,13.04,8.04,5.8,8.48,6.64,4.16,5.84,7.72,5.28,5.28,14.8,11.8,13.32,12.76,1.68,1.24,1.36,0.92,0.12,0.0,0.08,0.04,0.5,1.0,0.5,0.0,16.0,11.5,4.0,6.0,7.0,6.5,13.0,16.0,0.5,2.0,0.0,0.0
2004-05-08,Leicester,Portsmouth,H,0.92,,1.52,,0.4,,0.52,,10.72,,10.88,,6.2,,5.76,,6.44,,5.2,,13.24,,13.4,,1.36,,1.44,,0.08,,0.08,,,,,,,,,,,,,,,,,
2004-05-08,Man United,Chelsea,D,2.2,1.0,0.76,1.68,1.08,0.44,0.32,0.72,14.24,10.8,9.32,11.4,7.96,5.4,4.32,6.36,6.8,5.2,3.88,5.48,10.44,11.12,12.04,12.48,0.88,1.12,1.56,1.32,0.0,0.0,0.12,0.0,1.0,2.0,0.5,1.0,11.0,12.0,6.5,5.0,6.5,4.0,9.0,12.5,1.0,1.5,0.0,0.0
2004-05-08,Middlesbrough,Man City,H,1.44,1.6,1.28,1.12,0.68,0.64,0.6,0.56,13.92,10.56,10.12,10.32,7.68,6.6,5.0,6.04,5.52,5.16,4.56,4.84,12.68,10.92,13.56,12.92,1.12,1.16,1.76,1.64,0.0,0.04,0.2,0.12,2.0,1.0,0.0,0.5,16.0,7.5,6.5,4.0,5.0,4.0,8.5,13.0,0.0,2.5,0.5,0.5
2004-05-08,Tottenham,Blackburn,H,1.64,1.64,1.64,1.64,0.64,0.84,0.76,0.56,12.6,13.16,11.68,9.88,6.92,7.6,7.08,5.08,5.92,6.12,5.64,4.56,13.8,11.0,12.2,14.68,1.12,0.88,1.08,1.68,0.08,0.08,0.08,0.08,0.5,2.0,0.5,1.0,11.5,12.0,7.0,8.0,6.5,6.0,11.5,14.5,0.5,1.0,0.5,0.0
2004-05-09,Fulham,Arsenal,A,1.64,0.76,1.12,1.88,0.76,0.28,0.48,0.96,11.16,10.0,9.76,11.44,6.16,5.28,5.16,6.72,4.8,6.24,6.56,4.72,13.48,13.24,13.88,13.12,1.24,1.6,1.76,1.4,0.08,0.12,0.08,0.08,0.5,2.0,0.0,1.0,5.5,8.5,3.5,4.5,7.0,5.0,14.0,20.5,2.0,3.0,0.0,0.0
2004-05-09,Newcastle,Wolves,D,1.8,,0.92,,0.88,,0.44,,13.8,,9.68,,8.04,,5.04,,7.08,,4.64,,12.48,,12.68,,0.84,,1.6,,0.04,,0.08,,,,,,,,,,,,,,,,,
2004-05-12,Southampton,Newcastle,D,1.12,1.16,0.88,1.04,0.52,0.4,0.44,0.52,12.56,11.44,12.16,9.8,7.0,5.88,7.04,5.2,5.76,5.16,4.56,5.88,12.76,13.24,14.76,12.28,1.48,1.24,1.48,1.56,0.04,0.04,0.08,0.16,2.0,1.0,1.0,0.0,11.5,16.5,6.0,9.5,5.5,7.0,13.5,11.0,0.0,0.5,0.5,0.0
2004-05-15,Man City,Everton,H,1.28,1.8,1.28,1.0,0.44,0.84,0.64,0.56,15.52,13.44,7.96,9.2,8.28,7.36,4.52,4.32,7.2,6.4,4.08,5.96,10.32,11.64,11.44,12.52,1.0,0.92,1.36,1.28,0.08,0.04,0.04,0.08,4.0,0.5,2.5,0.5,10.0,14.0,7.5,6.0,6.0,9.5,12.0,11.5,0.5,0.5,0.5,0.0
2004-05-15,Liverpool,Newcastle,D,1.64,1.28,0.84,1.12,0.64,0.48,0.32,0.6,16.08,11.52,8.4,10.08,8.6,6.08,4.68,5.36,7.6,5.08,4.8,5.92,11.56,13.2,13.96,12.56,0.76,1.28,1.48,1.6,0.0,0.04,0.0,0.16,2.5,1.0,0.5,0.0,22.5,11.0,11.0,4.0,8.5,4.5,7.5,19.0,0.5,1.0,0.0,0.0
2004-05-15,Wolves,Tottenham,A,,1.72,,0.8,,0.76,,0.36,,14.36,,8.44,,8.44,,4.28,,7.24,,5.08,,11.92,,14.92,,1.28,,2.04,,0.0,,0.08,,,,,,,,,,,,,,,,
2004-05-15,Chelsea,Leeds,H,1.92,2.52,0.76,1.2,0.96,1.0,0.44,0.64,13.48,17.16,6.16,8.36,6.72,8.04,3.08,4.48,6.4,6.4,2.84,4.72,10.88,11.72,12.2,14.6,1.16,1.08,1.48,1.88,0.08,0.0,0.24,0.12,2.5,1.0,1.0,0.5,13.5,5.5,5.0,4.5,6.0,4.5,8.5,14.0,1.5,1.5,0.0,0.0
2004-05-15,Portsmouth,Middlesbrough,H,,1.36,,1.04,,0.56,,0.52,,13.72,,8.92,,7.8,,4.88,,6.8,,3.96,,14.72,,14.08,,1.44,,1.68,,0.08,,0.08,,,,,,,,,,,,,,,,
2004-05-15,Bolton,Fulham,A,1.48,1.44,1.0,1.0,0.56,0.8,0.4,0.32,15.6,13.48,8.56,9.72,8.8,7.68,4.56,5.28,7.68,7.84,4.76,3.88,12.64,13.2,13.24,13.36,1.64,1.36,1.96,1.88,0.04,0.12,0.24,0.08,0.0,0.0,0.0,0.0,14.0,10.0,5.0,4.5,4.5,3.5,13.0,12.5,1.0,1.5,0.0,0.0
2004-05-15,Blackburn,Birmingham,D,1.24,1.28,1.28,0.96,0.76,0.6,0.48,0.28,13.08,12.64,10.92,7.96,7.2,7.0,5.48,3.92,6.52,6.0,4.8,4.16,12.12,15.56,12.12,13.24,1.6,1.44,1.24,1.32,0.08,0.28,0.0,0.12,,,,,,,,,,,,,,,,
2004-05-15,Aston Villa,Man United,A,1.24,1.04,0.92,1.6,0.68,0.32,0.28,0.8,12.68,10.96,9.8,12.64,6.48,5.48,4.88,7.6,7.04,5.24,4.32,5.36,13.96,12.52,14.0,11.72,1.04,1.64,1.84,1.12,0.08,0.08,0.08,0.04,0.5,1.0,0.5,0.5,15.0,13.0,5.0,6.0,5.5,5.5,9.5,11.0,1.0,1.5,0.0,0.0
2004-05-15,Charlton,Southampton,H,1.4,1.68,1.64,1.08,0.68,0.76,0.72,0.48,11.32,14.92,13.04,11.0,6.32,8.48,7.28,6.12,5.68,6.84,6.16,6.28,12.52,11.68,11.76,12.04,1.2,0.96,1.04,1.36,0.12,0.0,0.04,0.08,1.5,1.0,1.0,0.0,11.0,12.0,7.5,6.0,7.0,7.5,18.0,12.0,1.5,1.5,0.0,0.0
2004-05-15,Arsenal,Leicester,H,2.28,1.8,0.88,1.36,1.2,0.92,0.48,0.6,14.8,12.76,7.36,7.72,8.72,7.24,3.56,4.24,6.48,6.8,4.52,4.32,12.72,12.88,14.8,13.68,1.4,1.36,1.84,2.0,0.08,0.08,0.12,0.2,5.0,0.5,1.5,0.0,23.5,2.0,13.0,1.0,11.5,0.0,14.0,15.5,0.5,2.0,0.5,0.5
2004-08-14,Tottenham,Liverpool,D,1.52,1.32,1.6,1.56,0.6,0.6,0.72,0.6,12.6,10.36,11.92,12.52,7.16,5.28,6.92,7.16,5.8,5.36,5.6,5.44,13.68,15.28,12.44,12.24,1.12,1.84,1.08,1.64,0.08,0.2,0.08,0.12,2.0,2.0,0.5,0.0,9.5,9.5,4.0,5.0,7.0,5.0,19.5,10.0,1.0,1.0,0.0,0.0
2004-08-14,Portsmouth,Birmingham,D,,1.28,,0.96,,0.6,,0.28,,12.48,,7.72,,6.8,,3.84,,6.08,,4.04,,15.36,,13.12,,1.36,,1.2,,0.24,,0.12,,,,,,,,,,,,,,,,
2004-08-14,Norwich,Crystal Palace,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-08-14,Middlesbrough,Newcastle,D,1.44,1.32,1.12,1.04,0.68,0.48,0.56,0.6,13.88,11.36,10.08,9.8,7.64,6.04,4.88,5.32,5.48,5.36,4.6,5.68,12.52,13.08,13.68,12.48,1.12,1.32,1.72,1.64,0.0,0.04,0.2,0.16,0.5,0.5,0.0,0.5,10.5,7.5,5.5,1.5,6.5,5.5,15.0,14.0,1.5,3.0,0.0,0.0
2004-08-14,Bolton,Charlton,H,1.32,1.32,1.0,1.12,0.52,0.84,0.4,0.52,15.68,15.44,8.52,8.4,8.76,8.52,4.56,4.32,7.84,7.6,4.72,5.12,12.36,11.8,13.4,12.56,1.6,1.24,1.92,0.84,0.04,0.0,0.24,0.04,0.5,1.0,0.5,0.5,14.0,7.5,9.0,2.5,8.0,4.5,13.5,13.5,2.5,1.5,0.0,0.0
2004-08-14,Blackburn,West Brom,D,1.24,,1.28,,0.76,,0.48,,12.92,,10.68,,7.0,,5.4,,6.6,,4.68,,11.92,,12.0,,1.52,,1.12,,0.04,,0.0,,,,,,,,,,,,,,,,,
2004-08-14,Aston Villa,Southampton,H,1.24,1.72,0.96,1.12,0.68,0.76,0.36,0.48,12.88,14.6,9.88,11.04,6.6,8.24,4.96,6.08,6.96,6.88,4.28,6.44,14.44,11.84,14.16,12.0,1.16,0.96,1.84,1.36,0.08,0.0,0.16,0.08,0.5,0.5,0.5,0.0,20.0,10.0,11.5,5.0,8.0,4.0,13.0,12.0,1.5,1.0,0.5,0.0
2004-08-14,Man City,Fulham,D,1.44,1.36,1.24,1.04,0.52,0.76,0.6,0.32,15.56,13.72,7.68,10.0,8.44,7.8,4.32,5.48,7.24,8.04,3.96,3.84,10.12,13.16,11.08,13.28,1.0,1.28,1.32,1.88,0.08,0.12,0.0,0.08,2.0,0.5,0.5,0.5,11.5,5.5,4.0,2.0,6.0,2.0,11.0,10.0,2.0,0.5,0.0,0.0
2004-08-15,Chelsea,Man United,H,1.92,1.04,0.72,1.64,0.96,0.32,0.4,0.88,13.6,11.4,6.0,12.52,6.76,5.68,2.88,7.64,6.32,5.48,2.8,5.32,10.8,13.0,11.96,11.76,1.12,1.76,1.44,1.2,0.08,0.08,0.24,0.12,1.5,1.0,1.5,0.5,11.5,7.0,4.5,5.0,2.5,3.5,12.0,10.5,3.5,1.5,0.0,0.0
2004-08-15,Everton,Arsenal,A,1.4,0.72,1.08,1.88,0.56,0.28,0.48,0.96,13.4,10.24,11.36,11.0,7.36,5.32,6.08,6.52,7.24,6.24,4.96,4.72,11.68,13.32,14.68,13.48,1.56,1.56,2.0,1.44,0.12,0.08,0.08,0.08,1.5,1.0,0.5,1.0,9.0,9.0,5.0,4.0,6.5,4.5,15.5,14.5,1.5,2.0,0.0,0.0
2004-08-21,Man United,Norwich,H,2.16,,0.76,,1.04,,0.32,,14.32,,9.36,,7.92,,4.4,,6.8,,3.72,,10.44,,12.44,,1.0,,1.64,,0.0,,0.16,,,,,,,,,,,,,,,,,
2004-08-21,Southampton,Blackburn,H,1.24,1.56,0.96,1.64,0.6,0.8,0.48,0.56,12.84,13.16,12.36,10.16,7.32,7.76,7.24,5.12,5.64,6.04,4.6,4.76,12.96,11.04,15.0,14.52,1.48,0.84,1.52,1.56,0.04,0.08,0.08,0.08,1.5,0.5,0.5,0.0,21.5,8.5,13.5,3.0,5.0,3.5,15.0,13.5,0.0,1.5,0.0,1.0
2004-08-21,Newcastle,Tottenham,A,1.8,1.72,0.96,0.84,0.88,0.76,0.44,0.4,14.16,14.64,9.8,8.6,8.08,8.64,5.16,4.52,7.32,7.0,4.64,5.0,12.4,11.8,12.88,14.92,0.84,1.28,1.6,1.96,0.04,0.04,0.08,0.08,3.0,0.5,1.0,0.0,16.5,6.5,10.5,5.0,9.0,6.5,9.5,12.0,1.5,2.0,0.0,0.0
2004-08-21,Liverpool,Man City,H,1.6,1.6,0.8,1.16,0.64,0.68,0.32,0.6,15.76,10.52,7.84,10.64,8.28,6.48,4.28,6.2,7.56,5.08,4.44,4.96,11.44,10.76,14.2,12.96,0.76,1.2,1.48,1.64,0.0,0.04,0.0,0.12,1.5,1.5,0.5,0.0,10.0,6.0,6.5,3.0,7.0,3.5,8.0,12.5,1.0,1.0,0.0,0.0
2004-08-21,Fulham,Bolton,H,1.56,1.56,1.12,1.08,0.68,0.64,0.48,0.48,10.96,12.0,9.72,11.04,5.96,6.76,5.16,5.4,4.8,5.88,6.64,4.16,13.56,13.08,14.08,11.88,1.24,1.4,1.76,2.0,0.08,0.04,0.08,0.0,3.0,1.0,1.5,0.5,11.5,6.5,4.5,3.0,5.0,3.0,15.5,11.5,0.5,2.0,0.0,0.0
2004-08-21,Crystal Palace,Everton,A,,1.96,,0.96,,0.96,,0.48,,13.68,,9.04,,7.6,,4.16,,6.48,,5.84,,11.52,,12.24,,0.88,,1.28,,0.04,,0.08,,,,,,,,,,,,,,,,
2004-08-21,Charlton,Portsmouth,H,1.4,,1.64,,0.68,,0.72,,10.96,,12.96,,6.12,,7.2,,5.8,,6.16,,12.44,,11.76,,1.2,,1.04,,0.12,,0.04,,,,,,,,,,,,,,,,,
2004-08-21,Birmingham,Chelsea,A,1.56,0.96,1.16,1.68,0.64,0.4,0.4,0.72,9.68,10.88,9.44,11.44,5.56,5.36,5.44,6.44,5.64,5.2,5.6,5.32,13.68,11.12,16.72,12.88,1.12,1.24,1.64,1.4,0.12,0.0,0.16,0.04,0.5,1.5,0.0,0.5,6.5,8.0,4.0,5.5,4.5,10.0,11.5,14.0,1.5,4.0,0.0,0.0
2004-08-22,Arsenal,Middlesbrough,H,2.24,1.52,0.88,1.04,1.16,0.68,0.48,0.52,14.52,13.68,7.24,9.6,8.6,7.8,3.52,4.96,6.28,6.52,4.68,3.92,12.64,14.56,14.96,13.92,1.28,1.44,1.84,1.6,0.08,0.08,0.08,0.08,3.0,0.5,1.5,0.0,23.0,4.0,13.5,2.5,10.0,3.0,10.0,17.5,1.0,2.0,0.0,0.5
2004-08-22,West Brom,Aston Villa,D,,1.52,,1.24,,0.56,,0.6,,13.08,,11.2,,6.96,,5.64,,6.04,,6.04,,12.0,,14.36,,1.16,,1.44,,0.04,,0.12,,,,,,,,,,,,,,,,
2004-08-24,Birmingham,Man City,H,1.48,1.64,1.16,1.16,0.6,0.64,0.4,0.64,9.84,10.52,9.16,10.56,5.6,6.56,5.2,6.12,5.88,5.0,5.44,4.92,13.52,10.8,16.92,13.24,1.04,1.2,1.6,1.72,0.12,0.04,0.16,0.16,1.0,1.5,0.0,1.0,7.0,8.5,3.5,4.5,7.5,2.0,14.0,15.0,2.0,1.5,0.0,0.0
2004-08-24,Crystal Palace,Chelsea,A,,0.92,,1.6,,0.4,,0.68,,10.96,,11.6,,5.24,,6.44,,5.24,,5.32,,11.0,,12.96,,1.2,,1.24,,0.0,,0.04,,,,,,,,,,,,,,,,
2004-08-25,West Brom,Tottenham,D,,1.68,,0.84,,0.72,,0.36,,14.52,,8.88,,8.56,,4.64,,7.08,,5.0,,11.92,,14.8,,1.28,,2.0,,0.04,,0.08,,,,,,,,,,,,,,,,
2004-08-25,Southampton,Bolton,A,1.36,1.6,0.96,1.04,0.64,0.68,0.4,0.44,13.0,12.32,12.24,11.16,7.44,6.92,7.16,5.36,5.48,6.0,4.6,4.16,12.84,13.2,15.2,11.92,1.4,1.32,1.64,1.84,0.04,0.04,0.08,0.0,0.5,1.0,0.5,0.0,9.5,10.5,3.5,5.0,4.5,2.5,16.0,12.5,3.5,2.5,0.0,0.0
2004-08-25,Newcastle,Norwich,D,1.76,,0.96,,0.88,,0.4,,14.44,,9.68,,8.16,,5.08,,7.6,,4.48,,12.36,,12.96,,0.8,,1.6,,0.0,,0.08,,,,,,,,,,,,,,,,,
2004-08-25,Charlton,Aston Villa,H,1.36,1.44,1.68,1.28,0.72,0.6,0.72,0.64,11.12,13.08,12.84,11.04,6.32,6.8,7.2,5.56,5.76,6.28,6.16,5.96,12.12,11.8,11.4,14.36,1.12,1.16,1.0,1.44,0.12,0.04,0.04,0.12,2.0,1.0,0.5,0.5,12.5,16.0,9.0,8.5,4.5,9.0,14.0,17.0,1.5,1.5,0.0,0.0
2004-08-25,Arsenal,Blackburn,H,2.36,1.64,0.96,1.64,1.16,0.84,0.48,0.56,14.72,13.04,7.48,10.32,8.8,7.68,3.68,5.16,6.32,5.96,4.72,4.92,12.56,11.08,14.88,14.76,1.2,0.76,1.84,1.64,0.08,0.08,0.08,0.08,1.0,1.0,1.0,0.5,15.0,4.0,8.0,1.5,10.0,4.5,12.5,14.0,1.5,3.5,0.0,0.5
2004-08-25,Fulham,Middlesbrough,A,1.52,1.68,1.12,1.04,0.72,0.72,0.48,0.48,11.4,14.04,9.76,9.6,6.12,8.08,5.16,4.96,5.04,6.64,6.68,3.88,13.48,14.16,13.88,13.84,1.2,1.4,1.68,1.6,0.08,0.08,0.08,0.08,2.0,1.0,1.0,0.5,17.5,8.0,7.5,4.5,7.5,5.0,15.0,14.0,0.5,1.0,0.0,0.0
2004-08-28,Middlesbrough,Crystal Palace,H,1.48,,1.16,,0.68,,0.56,,14.24,,10.08,,7.88,,4.84,,5.56,,4.8,,12.6,,13.88,,1.24,,1.76,,0.0,,0.2,,,,,,,,,,,,,,,,,
2004-08-28,Tottenham,Birmingham,H,1.52,1.16,1.6,0.92,0.56,0.6,0.72,0.28,12.56,12.44,12.24,7.92,7.04,6.72,6.96,4.04,5.72,6.12,5.64,4.04,13.68,15.24,12.36,13.36,1.16,1.36,1.04,1.28,0.04,0.24,0.04,0.12,3.0,1.0,2.0,0.0,11.5,9.5,6.5,3.5,5.5,5.5,17.5,11.0,0.5,0.5,0.0,0.0
2004-08-28,Norwich,Arsenal,A,,0.72,,1.84,,0.28,,0.88,,9.88,,11.36,,5.04,,6.72,,5.68,,4.84,,13.6,,13.96,,1.64,,1.48,,0.08,,0.08,,,,,,,,,,,,,,,,
2004-08-28,Man City,Charlton,H,1.44,1.44,1.08,1.04,0.56,0.92,0.44,0.4,15.32,15.76,7.48,8.2,8.16,8.76,4.04,4.36,7.04,7.64,3.96,5.2,10.4,11.36,11.28,12.56,1.0,1.24,1.4,0.84,0.08,0.0,0.0,0.04,0.5,1.0,0.5,0.0,16.5,11.0,7.0,4.0,4.5,3.5,9.5,13.5,0.0,2.0,0.0,0.0
2004-08-28,Aston Villa,Newcastle,H,1.2,1.36,0.96,1.12,0.68,0.48,0.36,0.64,12.8,11.56,9.84,9.8,6.44,6.2,5.0,5.48,7.08,5.4,4.44,5.6,14.68,13.2,13.68,12.36,1.12,1.44,1.64,1.56,0.08,0.04,0.16,0.16,0.0,0.5,0.0,0.0,11.0,8.0,2.5,4.5,6.5,4.0,13.0,11.5,1.5,2.0,0.0,0.5
2004-08-28,Chelsea,Southampton,H,1.92,1.72,0.64,1.08,1.0,0.84,0.4,0.44,13.28,14.16,6.2,10.84,6.6,7.8,2.8,5.92,6.2,6.68,2.84,6.44,11.04,12.28,11.8,11.84,1.04,0.96,1.4,1.32,0.08,0.0,0.24,0.08,2.0,0.0,0.0,0.0,11.5,7.5,5.5,4.5,9.0,4.0,9.5,8.5,0.5,1.0,0.0,0.0
2004-08-28,Blackburn,Man United,D,1.24,1.04,1.32,1.6,0.72,0.36,0.52,0.88,12.68,11.2,10.4,12.68,6.72,5.68,5.28,7.64,6.52,5.24,4.64,5.24,12.16,13.16,12.24,11.68,1.56,1.72,1.08,1.16,0.04,0.08,0.0,0.12,1.0,0.0,0.5,0.0,10.5,10.5,5.5,5.5,6.0,6.0,9.5,10.0,1.0,1.0,0.0,0.0
2004-08-28,Everton,West Brom,H,1.36,,1.2,,0.56,,0.52,,12.76,,11.64,,6.92,,6.4,,6.56,,5.0,,12.12,,14.92,,1.64,,2.0,,0.12,,0.08,,,,,,,,,,,,,,,,,
2004-08-29,Bolton,Liverpool,H,1.44,1.28,1.0,1.56,0.6,0.56,0.4,0.64,16.0,10.72,8.6,12.6,9.0,5.48,4.64,7.12,7.88,5.4,4.72,5.52,12.24,15.4,13.48,12.24,1.6,1.88,1.92,1.64,0.04,0.2,0.24,0.12,2.0,2.5,0.5,0.5,9.5,11.5,5.5,7.0,5.0,4.5,12.5,12.0,2.5,2.0,0.0,0.0
2004-08-30,Man United,Everton,D,2.2,1.92,0.76,1.04,1.04,0.96,0.32,0.52,14.4,13.52,9.28,9.04,7.88,7.56,4.24,4.2,6.84,6.56,3.76,5.68,10.44,11.16,12.96,12.56,0.96,0.92,1.64,1.28,0.0,0.04,0.16,0.12,3.0,1.0,1.0,0.5,18.0,9.0,11.5,5.0,7.0,1.5,11.0,11.0,0.0,2.0,0.0,0.5
2004-08-30,Portsmouth,Fulham,H,,1.36,,1.04,,0.76,,0.28,,13.6,,9.84,,7.6,,5.28,,8.2,,3.72,,13.04,,13.24,,1.2,,1.88,,0.08,,0.04,,,,,,,,,,,,,,,,
2004-09-11,Aston Villa,Chelsea,D,1.36,0.84,0.96,1.64,0.72,0.36,0.44,0.68,13.0,11.04,10.12,11.92,6.8,5.32,5.28,6.64,7.28,5.08,4.48,5.28,14.8,10.88,13.44,12.56,1.2,1.24,1.6,1.24,0.0,0.0,0.16,0.04,2.5,1.5,1.0,0.5,12.0,11.0,6.5,6.0,6.5,2.0,9.5,13.0,0.5,0.5,0.0,0.0
2004-09-11,Bolton,Man United,D,1.44,1.08,1.0,1.6,0.64,0.4,0.4,0.84,15.8,10.76,8.6,13.12,9.0,5.6,4.64,8.04,7.92,5.16,4.44,5.56,12.52,13.76,13.68,11.96,1.68,1.76,1.88,1.16,0.04,0.12,0.24,0.12,1.0,1.5,0.0,1.0,14.0,9.0,5.0,5.0,9.0,5.5,8.5,9.0,1.5,0.5,0.0,0.0
2004-09-11,Fulham,Arsenal,A,1.48,0.68,1.2,2.0,0.72,0.24,0.48,1.0,11.2,9.68,9.56,11.72,6.04,5.08,5.12,7.12,4.76,5.72,6.48,5.04,13.16,13.76,13.68,13.56,1.16,1.52,1.64,1.44,0.08,0.08,0.08,0.08,0.0,1.0,0.0,1.0,8.5,6.5,4.5,4.0,8.0,6.0,11.5,20.0,1.0,2.5,0.0,0.0
2004-09-11,Liverpool,West Brom,H,1.64,,0.8,,0.64,,0.32,,15.68,,8.04,,8.28,,4.36,,7.32,,4.44,,11.16,,14.4,,0.8,,1.52,,0.0,,0.04,,,,,,,,,,,,,,,,,
2004-09-11,Man City,Everton,A,1.56,1.88,1.08,1.0,0.64,0.96,0.44,0.48,15.4,13.84,7.44,8.88,8.2,7.72,4.0,4.08,7.0,6.72,3.88,5.68,10.16,10.92,11.32,12.76,0.92,0.92,1.4,1.36,0.04,0.04,0.0,0.12,4.0,1.0,2.5,0.5,10.0,8.0,8.5,4.0,7.0,4.5,8.5,9.5,1.0,0.5,0.5,0.0
2004-09-11,Middlesbrough,Birmingham,H,1.52,1.2,1.2,0.84,0.68,0.64,0.56,0.28,14.8,12.24,9.88,8.12,8.32,6.68,4.92,4.0,5.52,6.04,4.52,4.24,12.72,15.04,13.88,12.88,1.28,1.48,1.72,1.24,0.0,0.16,0.2,0.12,3.0,1.5,2.5,1.0,11.0,15.0,6.5,7.5,5.0,3.5,16.5,13.0,2.5,2.0,0.0,0.0
2004-09-11,Newcastle,Blackburn,H,1.76,1.56,1.0,1.6,0.88,0.8,0.36,0.56,15.16,13.08,9.88,10.0,8.68,7.72,5.08,4.84,7.88,5.88,4.44,5.0,12.56,11.04,12.48,15.04,0.8,0.8,1.6,1.76,0.0,0.08,0.08,0.08,2.5,1.0,0.5,0.0,14.5,11.0,9.5,5.5,8.0,5.5,9.0,12.0,0.5,1.0,0.0,0.0
2004-09-11,Portsmouth,Crystal Palace,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-12,Tottenham,Norwich,D,1.48,,1.48,,0.6,,0.72,,12.32,,12.28,,6.96,,6.8,,5.44,,5.8,,13.44,,12.12,,1.28,,1.04,,0.04,,0.04,,,,,,,,,,,,,,,,,
2004-09-13,Charlton,Southampton,D,1.48,1.72,1.6,1.04,0.8,0.88,0.68,0.48,11.12,14.68,12.76,10.6,6.32,7.96,7.16,5.8,5.68,6.92,6.48,6.16,11.96,12.4,11.32,11.88,1.08,0.92,0.96,1.48,0.12,0.0,0.04,0.08,2.0,1.0,1.0,0.0,12.0,13.0,7.5,5.0,7.0,10.0,14.0,11.0,0.5,1.0,0.0,0.0
2004-09-18,Arsenal,Bolton,D,2.4,1.56,0.96,1.12,1.08,0.64,0.48,0.52,14.56,12.36,7.36,11.12,8.72,7.04,3.52,5.48,6.08,6.24,4.68,4.28,12.52,13.04,15.12,11.8,1.24,1.36,2.0,1.76,0.08,0.04,0.08,0.0,2.0,1.0,1.5,0.5,12.5,8.0,8.5,2.5,7.0,1.0,12.0,12.5,1.0,2.5,0.0,0.5
2004-09-18,Birmingham,Charlton,D,1.48,1.52,1.16,1.04,0.64,0.92,0.4,0.4,9.56,15.64,8.96,8.2,5.44,8.72,5.12,4.32,5.64,7.4,5.52,5.12,13.92,11.32,16.56,12.4,1.08,1.2,1.64,0.88,0.12,0.0,0.16,0.04,1.0,1.5,0.0,1.0,11.0,10.5,9.0,7.0,10.0,6.5,14.5,19.5,2.5,2.5,0.5,0.0
2004-09-18,Blackburn,Portsmouth,H,1.24,,1.36,,0.72,,0.52,,12.6,,10.88,,6.6,,5.64,,6.6,,5.04,,12.8,,12.32,,1.6,,1.12,,0.08,,0.0,,,,,,,,,,,,,,,,,
2004-09-18,Crystal Palace,Man City,A,,1.64,,1.16,,0.64,,0.64,,10.36,,10.24,,6.36,,5.92,,5.0,,4.96,,11.24,,13.16,,1.16,,1.76,,0.04,,0.16,,,,,,,,,,,,,,,,
2004-09-18,Norwich,Aston Villa,D,,1.48,,1.2,,0.64,,0.56,,12.92,,10.88,,6.72,,5.36,,6.28,,6.32,,11.72,,13.96,,1.16,,1.44,,0.04,,0.12,,,,,,,,,,,,,,,,
2004-09-18,West Brom,Fulham,D,,1.4,,1.16,,0.84,,0.36,,13.72,,10.12,,7.68,,5.44,,8.08,,3.84,,13.08,,13.24,,1.12,,1.92,,0.08,,0.04,,,,,,,,,,,,,,,,
