FTR,HomeTeamExpenditure,HomeTeamIncome,HomeTeamBalance,AwayTeamExpenditure,AwayTeamIncome,AwayTeamBalance
D,33.01,10.68,-22.34,31.56,28.65,-2.91
H,4.59,17.5,12.92,19.35,14.45,-4.9
H,50.6,1.03,-49.58,31.59,0.89,-30.7
H,85.85,43.6,-42.25,19.2,3.03,-16.17
D,28.05,9.75,-18.3,32.69,12.0,-20.69
D,10.5,11.93,1.43,49.7,14.32,-35.38
A,20.23,13.5,-6.73,3.13,0.07,-3.06
H,29.76,12.89,-16.87,46.3,4.58,-41.73
D,13.5,1.38,-12.13,22.06,18.13,-3.94
D,3.13,0.07,-3.06,50.6,1.03,-49.58
D,49.7,14.32,-35.38,33.01,10.68,-22.34
D,19.2,3.03,-16.17,10.5,11.93,1.43
H,31.59,0.89,-30.7,4.59,17.5,12.92
H,19.35,14.45,-4.9,13.5,1.38,-12.13
A,22.06,18.13,-3.94,28.05,9.75,-18.3
H,32.69,12.0,-20.69,85.85,43.6,-42.25
D,46.3,4.58,-41.73,26.1,16.88,-9.23
H,31.56,28.65,-2.91,29.76,12.89,-16.87
D,22.7,5.27,-17.43,20.23,13.5,-6.73
A,26.1,16.88,-9.23,19.2,3.03,-16.17
A,33.01,10.68,-22.34,22.7,5.27,-17.43
D,13.5,1.38,-12.13,31.59,0.89,-30.7
A,4.59,17.5,12.92,31.56,28.65,-2.91
A,20.23,13.5,-6.73,32.69,12.0,-20.69
A,85.85,43.6,-42.25,49.7,14.32,-35.38
H,29.76,12.89,-16.87,22.06,18.13,-3.94
H,10.5,11.93,1.43,19.35,14.45,-4.9
D,50.6,1.03,-49.58,46.3,4.58,-41.73
H,28.05,9.75,-18.3,3.13,0.07,-3.06
A,49.7,14.32,-35.38,13.5,1.38,-12.13
D,22.06,18.13,-3.94,26.1,16.88,-9.23
H,13.5,1.38,-12.13,28.05,9.75,-18.3
H,4.59,17.5,12.92,3.13,0.07,-3.06
H,50.6,1.03,-49.58,10.5,11.93,1.43
A,19.2,3.03,-16.17,19.35,14.45,-4.9
H,31.56,28.65,-2.91,22.7,5.27,-17.43
A,85.85,43.6,-42.25,22.06,18.13,-3.94
H,32.69,12.0,-20.69,26.1,16.88,-9.23
A,33.01,10.68,-22.34,46.3,4.58,-41.73
A,20.23,13.5,-6.73,31.59,0.89,-30.7
D,29.76,12.89,-16.87,49.7,14.32,-35.38
D,31.56,28.65,-2.91,50.6,1.03,-49.58
H,85.85,43.6,-42.25,4.59,17.5,12.92
D,3.13,0.07,-3.06,13.5,1.38,-12.13
H,10.5,11.93,1.43,4.59,17.5,12.92
A,22.7,5.27,-17.43,85.85,43.6,-42.25
H,31.59,0.89,-30.7,33.01,10.68,-22.34
H,19.35,14.45,-4.9,29.76,12.89,-16.87
H,28.05,9.75,-18.3,50.6,1.03,-49.58
D,22.06,18.13,-3.94,32.69,12.0,-20.69
H,49.7,14.32,-35.38,31.56,28.65,-2.91
D,46.3,4.58,-41.73,19.2,3.03,-16.17
H,26.1,16.88,-9.23,20.23,13.5,-6.73
A,32.69,12.0,-20.69,31.59,0.89,-30.7
H,46.3,4.58,-41.73,10.5,11.93,1.43
A,13.5,1.38,-12.13,33.01,10.68,-22.34
H,4.59,17.5,12.92,26.1,16.88,-9.23
A,46.3,4.58,-41.73,31.59,0.89,-30.7
D,19.2,3.03,-16.17,22.06,18.13,-3.94
H,85.85,43.6,-42.25,19.35,14.45,-4.9
H,29.76,12.89,-16.87,10.5,11.93,1.43
A,28.05,9.75,-18.3,20.23,13.5,-6.73
H,49.7,14.32,-35.38,3.13,0.07,-3.06
A,31.56,28.65,-2.91,32.69,12.0,-20.69
H,32.69,12.0,-20.69,49.7,14.32,-35.38
A,26.1,16.88,-9.23,31.56,28.65,-2.91
A,33.01,10.68,-22.34,29.76,12.89,-16.87
A,3.13,0.07,-3.06,46.3,4.58,-41.73
A,10.5,11.93,1.43,85.85,43.6,-42.25
D,50.6,1.03,-49.58,13.5,1.38,-12.13
H,20.23,13.5,-6.73,19.2,3.03,-16.17
H,31.59,0.89,-30.7,22.7,5.27,-17.43
H,19.35,14.45,-4.9,28.05,9.75,-18.3
H,22.06,18.13,-3.94,4.59,17.5,12.92
H,32.69,12.0,-20.69,22.7,5.27,-17.43
D,26.1,16.88,-9.23,28.05,9.75,-18.3
A,33.01,10.68,-22.34,4.59,17.5,12.92
D,3.13,0.07,-3.06,19.2,3.03,-16.17
A,10.5,11.93,1.43,13.5,1.38,-12.13
H,20.23,13.5,-6.73,29.76,12.89,-16.87
A,31.59,0.89,-30.7,49.7,14.32,-35.38
A,19.35,14.45,-4.9,46.3,4.58,-41.73
D,22.06,18.13,-3.94,31.56,28.65,-2.91
A,50.6,1.03,-49.58,85.85,43.6,-42.25
H,13.5,1.38,-12.13,20.23,13.5,-6.73
A,49.7,14.32,-35.38,19.35,14.45,-4.9
H,46.3,4.58,-41.73,22.06,18.13,-3.94
D,31.56,28.65,-2.91,3.13,0.07,-3.06
H,22.7,5.27,-17.43,10.5,11.93,1.43
D,29.76,12.89,-16.87,26.1,16.88,-9.23
H,28.05,9.75,-18.3,33.01,10.68,-22.34
A,4.59,17.5,12.92,50.6,1.03,-49.58
H,85.85,43.6,-42.25,31.59,0.89,-30.7
H,19.35,14.45,-4.9,31.56,28.65,-2.91
H,26.1,16.88,-9.23,4.59,17.5,12.92
H,33.01,10.68,-22.34,13.5,1.38,-12.13
D,3.13,0.07,-3.06,49.7,14.32,-35.38
H,10.5,11.93,1.43,29.76,12.89,-16.87
H,50.6,1.03,-49.58,22.7,5.27,-17.43
H,20.23,13.5,-6.73,28.05,9.75,-18.3
H,31.59,0.89,-30.7,46.3,4.58,-41.73
H,22.06,18.13,-3.94,19.2,3.03,-16.17
D,32.69,12.0,-20.69,31.56,28.65,-2.91
A,19.35,14.45,-4.9,85.85,43.6,-42.25
A,4.59,17.5,12.92,20.23,13.5,-6.73
D,19.2,3.03,-16.17,31.59,0.89,-30.7
D,31.56,28.65,-2.91,19.35,14.45,-4.9
H,85.85,43.6,-42.25,33.01,10.68,-22.34
D,22.7,5.27,-17.43,3.13,0.07,-3.06
D,29.76,12.89,-16.87,50.6,1.03,-49.58
D,28.05,9.75,-18.3,10.5,11.93,1.43
H,49.7,14.32,-35.38,22.06,18.13,-3.94
D,46.3,4.58,-41.73,32.69,12.0,-20.69
A,13.5,1.38,-12.13,26.1,16.88,-9.23
A,85.85,43.6,-42.25,31.56,28.65,-2.91
A,19.2,3.03,-16.17,32.69,12.0,-20.69
A,3.13,0.07,-3.06,85.85,43.6,-42.25
H,13.5,1.38,-12.13,4.59,17.5,12.92
A,29.76,12.89,-16.87,22.7,5.27,-17.43
D,26.1,16.88,-9.23,10.5,11.93,1.43
A,33.01,10.68,-22.34,32.69,12.0,-20.69
H,49.7,14.32,-35.38,46.3,4.58,-41.73
H,20.23,13.5,-6.73,50.6,1.03,-49.58
H,31.56,28.65,-2.91,19.2,3.03,-16.17
H,19.35,14.45,-4.9,22.06,18.13,-3.94
A,28.05,9.75,-18.3,31.59,0.89,-30.7
D,32.69,12.0,-20.69,19.35,14.45,-4.9
H,4.59,17.5,12.92,28.05,9.75,-18.3
A,10.5,11.93,1.43,20.23,13.5,-6.73
D,50.6,1.03,-49.58,26.1,16.88,-9.23
A,19.2,3.03,-16.17,49.7,14.32,-35.38
H,85.85,43.6,-42.25,29.76,12.89,-16.87
H,31.59,0.89,-30.7,3.13,0.07,-3.06
H,22.06,18.13,-3.94,33.01,10.68,-22.34
A,46.3,4.58,-41.73,31.56,28.65,-2.91
D,22.7,5.27,-17.43,13.5,1.38,-12.13
D,26.1,16.88,-9.23,49.7,14.32,-35.38
H,3.13,0.07,-3.06,22.06,18.13,-3.94
A,4.59,17.5,12.92,29.76,12.89,-16.87
H,50.6,1.03,-49.58,33.01,10.68,-22.34
A,20.23,13.5,-6.73,31.56,28.65,-2.91
D,22.7,5.27,-17.43,46.3,4.58,-41.73
H,31.59,0.89,-30.7,19.35,14.45,-4.9
H,28.05,9.75,-18.3,19.2,3.03,-16.17
A,13.5,1.38,-12.13,85.85,43.6,-42.25
A,10.5,11.93,1.43,32.69,12.0,-20.69
H,22.7,5.27,-17.43,50.6,1.03,-49.58
H,32.69,12.0,-20.69,50.6,1.03,-49.58
A,19.2,3.03,-16.17,4.59,17.5,12.92
D,31.56,28.65,-2.91,10.5,11.93,1.43
H,85.85,43.6,-42.25,26.1,16.88,-9.23
D,19.35,14.45,-4.9,3.13,0.07,-3.06
H,22.06,18.13,-3.94,22.7,5.27,-17.43
D,46.3,4.58,-41.73,13.5,1.38,-12.13
A,29.76,12.89,-16.87,31.59,0.89,-30.7
H,26.1,16.88,-9.23,22.06,18.13,-3.94
D,3.13,0.07,-3.06,33.01,10.68,-22.34
H,13.5,1.38,-12.13,49.7,14.32,-35.38
A,50.6,1.03,-49.58,31.56,28.65,-2.91
A,20.23,13.5,-6.73,19.35,14.45,-4.9
H,22.7,5.27,-17.43,19.2,3.03,-16.17
A,31.59,0.89,-30.7,32.69,12.0,-20.69
H,28.05,9.75,-18.3,29.76,12.89,-16.87
D,4.59,17.5,12.92,85.85,43.6,-42.25
D,10.5,11.93,1.43,46.3,4.58,-41.73
H,32.69,12.0,-20.69,4.59,17.5,12.92
H,33.01,10.68,-22.34,26.1,16.88,-9.23
H,29.76,12.89,-16.87,3.13,0.07,-3.06
H,49.7,14.32,-35.38,50.6,1.03,-49.58
H,46.3,4.58,-41.73,20.23,13.5,-6.73
H,31.56,28.65,-2.91,31.59,0.89,-30.7
H,85.85,43.6,-42.25,28.05,9.75,-18.3
D,19.35,14.45,-4.9,22.7,5.27,-17.43
H,22.06,18.13,-3.94,10.5,11.93,1.43
D,19.2,3.03,-16.17,13.5,1.38,-12.13
H,33.01,10.68,-22.34,20.23,13.5,-6.73
H,49.7,14.32,-35.38,28.05,9.75,-18.3
A,3.13,0.07,-3.06,4.59,17.5,12.92
H,49.7,14.32,-35.38,29.76,12.89,-16.87
H,10.5,11.93,1.43,50.6,1.03,-49.58
A,22.7,5.27,-17.43,31.56,28.65,-2.91
D,31.59,0.89,-30.7,20.23,13.5,-6.73
D,19.35,14.45,-4.9,19.2,3.03,-16.17
A,22.06,18.13,-3.94,85.85,43.6,-42.25
A,26.1,16.88,-9.23,32.69,12.0,-20.69
H,46.3,4.58,-41.73,33.01,10.68,-22.34
A,28.05,9.75,-18.3,13.5,1.38,-12.13
A,13.5,1.38,-12.13,3.13,0.07,-3.06
A,4.59,17.5,12.92,10.5,11.93,1.43
D,20.23,13.5,-6.73,26.1,16.88,-9.23
A,19.2,3.03,-16.17,46.3,4.58,-41.73
A,85.85,43.6,-42.25,22.7,5.27,-17.43
D,29.76,12.89,-16.87,19.35,14.45,-4.9
A,50.6,1.03,-49.58,28.05,9.75,-18.3
H,31.56,28.65,-2.91,49.7,14.32,-35.38
H,31.59,0.89,-30.7,10.5,11.93,1.43
H,32.69,12.0,-20.69,29.76,12.89,-16.87
H,3.13,0.07,-3.06,26.1,16.88,-9.23
H,49.7,14.32,-35.38,4.59,17.5,12.92
A,46.3,4.58,-41.73,85.85,43.6,-42.25
H,19.2,3.03,-16.17,33.01,10.68,-22.34
H,31.56,28.65,-2.91,13.5,1.38,-12.13
D,22.7,5.27,-17.43,28.05,9.75,-18.3
D,19.35,14.45,-4.9,50.6,1.03,-49.58
H,22.06,18.13,-3.94,20.23,13.5,-6.73
H,33.01,10.68,-22.34,19.35,14.45,-4.9
A,13.5,1.38,-12.13,32.69,12.0,-20.69
A,4.59,17.5,12.92,22.7,5.27,-17.43
H,10.5,11.93,1.43,3.13,0.07,-3.06
A,50.6,1.03,-49.58,22.06,18.13,-3.94
D,20.23,13.5,-6.73,49.7,14.32,-35.38
H,29.76,12.89,-16.87,19.2,3.03,-16.17
H,28.05,9.75,-18.3,46.3,4.58,-41.73
D,26.1,16.88,-9.23,31.59,0.89,-30.7
H,32.69,12.0,-20.69,28.05,9.75,-18.3
H,3.13,0.07,-3.06,20.23,13.5,-6.73
H,49.7,14.32,-35.38,10.5,11.93,1.43
A,19.2,3.03,-16.17,85.85,43.6,-42.25
H,22.7,5.27,-17.43,26.1,16.88,-9.23
H,19.35,14.45,-4.9,4.59,17.5,12.92
H,22.06,18.13,-3.94,13.5,1.38,-12.13
H,46.3,4.58,-41.73,29.76,12.89,-16.87
D,31.59,0.89,-30.7,50.6,1.03,-49.58
D,33.01,10.68,-22.34,49.7,14.32,-35.38
A,26.1,16.88,-9.23,46.3,4.58,-41.73
D,13.5,1.38,-12.13,19.35,14.45,-4.9
A,4.59,17.5,12.92,31.59,0.89,-30.7
D,10.5,11.93,1.43,19.2,3.03,-16.17
A,29.76,12.89,-16.87,31.56,28.65,-2.91
D,28.05,9.75,-18.3,22.06,18.13,-3.94
D,3.13,0.07,-3.06,28.05,9.75,-18.3
A,49.7,14.32,-35.38,85.85,43.6,-42.25
A,46.3,4.58,-41.73,50.6,1.03,-49.58
D,19.2,3.03,-16.17,26.1,16.88,-9.23
H,31.56,28.65,-2.91,4.59,17.5,12.92
A,22.7,5.27,-17.43,33.01,10.68,-22.34
H,31.59,0.89,-30.7,13.5,1.38,-12.13
A,19.35,14.45,-4.9,10.5,11.93,1.43
H,22.06,18.13,-3.94,29.76,12.89,-16.87
H,32.69,12.0,-20.69,20.23,13.5,-6.73
D,33.01,10.68,-22.34,31.59,0.89,-30.7
H,50.6,1.03,-49.58,3.13,0.07,-3.06
H,32.69,12.0,-20.69,22.06,18.13,-3.94
H,20.23,13.5,-6.73,22.7,5.27,-17.43
H,26.1,16.88,-9.23,19.35,14.45,-4.9
D,13.5,1.38,-12.13,29.76,12.89,-16.87
A,4.59,17.5,12.92,46.3,4.58,-41.73
D,50.6,1.03,-49.58,19.2,3.03,-16.17
A,20.23,13.5,-6.73,85.85,43.6,-42.25
A,22.7,5.27,-17.43,49.7,14.32,-35.38
H,31.59,0.89,-30.7,22.06,18.13,-3.94
H,28.05,9.75,-18.3,31.56,28.65,-2.91
A,10.5,11.93,1.43,33.01,10.68,-22.34
A,3.13,0.07,-3.06,32.69,12.0,-20.69
H,31.56,28.65,-2.91,33.01,10.68,-22.34
A,85.85,43.6,-42.25,32.69,12.0,-20.69
H,32.69,12.0,-20.69,10.5,11.93,1.43
H,33.01,10.68,-22.34,50.6,1.03,-49.58
A,49.7,14.32,-35.38,26.1,16.88,-9.23
H,46.3,4.58,-41.73,22.7,5.27,-17.43
H,19.2,3.03,-16.17,28.05,9.75,-18.3
H,31.56,28.65,-2.91,20.23,13.5,-6.73
D,85.85,43.6,-42.25,13.5,1.38,-12.13
H,19.35,14.45,-4.9,31.59,0.89,-30.7
D,29.76,12.89,-16.87,4.59,17.5,12.92
H,22.06,18.13,-3.94,3.13,0.07,-3.06
D,7.25,1.8,-5.45,29.68,0.0,-29.68
A,6.75,2.65,-4.1,0.0,2.1,2.1
D,13.88,0.38,-13.5,10.5,1.35,-9.15
H,3.0,0.83,-2.18,0.0,5.29,5.29
H,4.5,80.12,75.62,44.45,0.75,-43.7
H,48.53,3.5,-45.03,16.95,0.0,-16.95
D,12.0,0.0,-12.0,34.08,0.0,-34.08
H,12.83,8.22,-4.61,15.68,1.15,-14.53
A,9.08,6.9,-2.18,31.5,11.8,-19.7
H,34.55,0.23,-34.33,0.4,0.08,-0.33
D,0.0,2.1,2.1,48.53,3.5,-45.03
A,15.68,1.15,-14.53,7.25,1.8,-5.45
A,0.0,5.29,5.29,6.75,2.65,-4.1
H,31.5,11.8,-19.7,12.0,0.0,-12.0
H,44.45,0.75,-43.7,34.55,0.23,-34.33
D,34.08,0.0,-34.08,3.0,0.83,-2.18
A,29.68,0.0,-29.68,13.88,0.38,-13.5
H,10.5,1.35,-9.15,9.08,6.9,-2.18
A,16.95,0.0,-16.95,4.5,80.12,75.62
D,0.4,0.08,-0.33,12.83,8.22,-4.61
H,12.83,8.22,-4.61,16.95,0.0,-16.95
A,6.75,2.65,-4.1,10.5,1.35,-9.15
H,9.08,6.9,-2.18,44.45,0.75,-43.7
D,7.25,1.8,-5.45,31.5,11.8,-19.7
D,13.88,0.38,-13.5,15.68,1.15,-14.53
A,4.5,80.12,75.62,29.68,0.0,-29.68
D,12.0,0.0,-12.0,0.0,2.1,2.1
H,15.68,1.15,-14.53,4.5,80.12,75.62
H,44.45,0.75,-43.7,13.88,0.38,-13.5
H,34.08,0.0,-34.08,7.25,1.8,-5.45
D,29.68,0.0,-29.68,48.53,3.5,-45.03
H,10.5,1.35,-9.15,12.0,0.0,-12.0
H,16.95,0.0,-16.95,3.0,0.83,-2.18
A,0.4,0.08,-0.33,6.75,2.65,-4.1
H,0.0,5.29,5.29,9.08,6.9,-2.18
D,0.0,2.1,2.1,12.83,8.22,-4.61
D,31.5,11.8,-19.7,34.55,0.23,-34.33
H,48.53,3.5,-45.03,34.08,0.0,-34.08
H,12.83,8.22,-4.61,44.45,0.75,-43.7
H,34.08,0.0,-34.08,29.68,0.0,-29.68
H,9.08,6.9,-2.18,6.75,2.65,-4.1
A,7.25,1.8,-5.45,0.0,2.1,2.1
H,3.0,0.83,-2.18,10.5,1.35,-9.15
D,31.5,11.8,-19.7,15.68,1.15,-14.53
A,48.53,3.5,-45.03,0.0,5.29,5.29
A,34.55,0.23,-34.33,4.5,80.12,75.62
H,12.0,0.0,-12.0,13.88,0.38,-13.5
A,0.4,0.08,-0.33,16.95,0.0,-16.95
A,0.0,5.29,5.29,31.5,11.8,-19.7
A,6.75,2.65,-4.1,12.83,8.22,-4.61
H,0.0,2.1,2.1,34.55,0.23,-34.33
H,13.88,0.38,-13.5,34.08,0.0,-34.08
H,4.5,80.12,75.62,48.53,3.5,-45.03
A,29.68,0.0,-29.68,3.0,0.83,-2.18
H,16.95,0.0,-16.95,12.0,0.0,-12.0
D,44.45,0.75,-43.7,7.25,1.8,-5.45
H,10.5,1.35,-9.15,0.4,0.08,-0.33
H,15.68,1.15,-14.53,9.08,6.9,-2.18
H,12.83,8.22,-4.61,0.0,5.29,5.29
H,31.5,11.8,-19.7,16.95,0.0,-16.95
H,48.53,3.5,-45.03,10.5,1.35,-9.15
H,34.08,0.0,-34.08,15.68,1.15,-14.53
H,34.55,0.23,-34.33,29.68,0.0,-29.68
D,12.0,0.0,-12.0,6.75,2.65,-4.1
D,0.4,0.08,-0.33,44.45,0.75,-43.7
H,9.08,6.9,-2.18,13.88,0.38,-13.5
H,7.25,1.8,-5.45,4.5,80.12,75.62
D,3.0,0.83,-2.18,0.0,2.1,2.1
A,15.68,1.15,-14.53,34.55,0.23,-34.33
D,0.0,5.29,5.29,12.0,0.0,-12.0
A,6.75,2.65,-4.1,48.53,3.5,-45.03
A,0.0,2.1,2.1,0.4,0.08,-0.33
H,13.88,0.38,-13.5,3.0,0.83,-2.18
A,4.5,80.12,75.62,12.83,8.22,-4.61
A,44.45,0.75,-43.7,31.5,11.8,-19.7
H,29.68,0.0,-29.68,9.08,6.9,-2.18
A,10.5,1.35,-9.15,34.08,0.0,-34.08
A,16.95,0.0,-16.95,7.25,1.8,-5.45
H,34.08,0.0,-34.08,0.0,5.29,5.29
H,34.55,0.23,-34.33,16.95,0.0,-16.95
H,12.0,0.0,-12.0,44.45,0.75,-43.7
A,0.4,0.08,-0.33,15.68,1.15,-14.53
H,12.83,8.22,-4.61,29.68,0.0,-29.68
D,9.08,6.9,-2.18,4.5,80.12,75.62
A,7.25,1.8,-5.45,10.5,1.35,-9.15
H,3.0,0.83,-2.18,6.75,2.65,-4.1
H,31.5,11.8,-19.7,0.0,2.1,2.1
H,48.53,3.5,-45.03,13.88,0.38,-13.5
H,7.25,1.8,-5.45,34.55,0.23,-34.33
H,13.88,0.38,-13.5,12.83,8.22,-4.61
D,3.0,0.83,-2.18,48.53,3.5,-45.03
A,4.5,80.12,75.62,31.5,11.8,-19.7
A,44.45,0.75,-43.7,0.0,2.1,2.1
A,29.68,0.0,-29.68,0.4,0.08,-0.33
D,16.95,0.0,-16.95,15.68,1.15,-14.53
H,6.75,2.65,-4.1,34.08,0.0,-34.08
H,10.5,1.35,-9.15,0.0,5.29,5.29
A,9.08,6.9,-2.18,12.0,0.0,-12.0
A,3.0,0.83,-2.18,0.4,0.08,-0.33
A,12.83,8.22,-4.61,7.25,1.8,-5.45
A,15.68,1.15,-14.53,44.45,0.75,-43.7
H,0.0,2.1,2.1,16.95,0.0,-16.95
H,31.5,11.8,-19.7,10.5,1.35,-9.15
D,48.53,3.5,-45.03,9.08,6.9,-2.18
D,34.08,0.0,-34.08,4.5,80.12,75.62
H,34.55,0.23,-34.33,6.75,2.65,-4.1
H,12.0,0.0,-12.0,3.0,0.83,-2.18
A,0.4,0.08,-0.33,13.88,0.38,-13.5
D,0.0,5.29,5.29,29.68,0.0,-29.68
H,15.68,1.15,-14.53,0.0,5.29,5.29
H,31.5,11.8,-19.7,0.4,0.08,-0.33
H,48.53,3.5,-45.03,12.0,0.0,-12.0
A,16.95,0.0,-16.95,44.45,0.75,-43.7
D,7.25,1.8,-5.45,9.08,6.9,-2.18
D,6.75,2.65,-4.1,29.68,0.0,-29.68
A,3.0,0.83,-2.18,12.83,8.22,-4.61
A,4.5,80.12,75.62,13.88,0.38,-13.5
D,10.5,1.35,-9.15,0.0,2.1,2.1
H,34.55,0.23,-34.33,34.08,0.0,-34.08
H,12.83,8.22,-4.61,34.55,0.23,-34.33
H,9.08,6.9,-2.18,3.0,0.83,-2.18
D,0.0,5.29,5.29,16.95,0.0,-16.95
H,0.0,2.1,2.1,15.68,1.15,-14.53
H,13.88,0.38,-13.5,6.75,2.65,-4.1
H,44.45,0.75,-43.7,48.53,3.5,-45.03
H,34.08,0.0,-34.08,31.5,11.8,-19.7
D,12.0,0.0,-12.0,7.25,1.8,-5.45
H,29.68,0.0,-29.68,10.5,1.35,-9.15
A,0.4,0.08,-0.33,4.5,80.12,75.62
H,12.83,8.22,-4.61,10.5,1.35,-9.15
H,0.0,2.1,2.1,34.08,0.0,-34.08
A,44.45,0.75,-43.7,6.75,2.65,-4.1
H,34.55,0.23,-34.33,12.0,0.0,-12.0
D,16.95,0.0,-16.95,9.08,6.9,-2.18
D,15.68,1.15,-14.53,3.0,0.83,-2.18
A,7.25,1.8,-5.45,13.88,0.38,-13.5
A,4.5,80.12,75.62,0.0,5.29,5.29
D,31.5,11.8,-19.7,29.68,0.0,-29.68
D,0.4,0.08,-0.33,48.53,3.5,-45.03
H,9.08,6.9,-2.18,0.4,0.08,-0.33
D,0.0,5.29,5.29,0.0,2.1,2.1
H,13.88,0.38,-13.5,16.95,0.0,-16.95
H,3.0,0.83,-2.18,31.5,11.8,-19.7
H,48.53,3.5,-45.03,34.55,0.23,-34.33
H,34.08,0.0,-34.08,44.45,0.75,-43.7
H,12.0,0.0,-12.0,12.83,8.22,-4.61
A,29.68,0.0,-29.68,15.68,1.15,-14.53
H,6.75,2.65,-4.1,7.25,1.8,-5.45
H,10.5,1.35,-9.15,4.5,80.12,75.62
H,12.83,8.22,-4.61,9.08,6.9,-2.18
D,15.68,1.15,-14.53,10.5,1.35,-9.15
H,7.25,1.8,-5.45,3.0,0.83,-2.18
H,0.0,2.1,2.1,29.68,0.0,-29.68
H,44.45,0.75,-43.7,0.0,5.29,5.29
H,16.95,0.0,-16.95,34.08,0.0,-34.08
A,4.5,80.12,75.62,6.75,2.65,-4.1
A,31.5,11.8,-19.7,48.53,3.5,-45.03
H,34.55,0.23,-34.33,13.88,0.38,-13.5
A,0.4,0.08,-0.33,12.0,0.0,-12.0
A,9.08,6.9,-2.18,34.55,0.23,-34.33
D,0.0,5.29,5.29,7.25,1.8,-5.45
H,6.75,2.65,-4.1,31.5,11.8,-19.7
A,13.88,0.38,-13.5,0.0,2.1,2.1
H,3.0,0.83,-2.18,4.5,80.12,75.62
H,48.53,3.5,-45.03,12.83,8.22,-4.61
D,34.08,0.0,-34.08,0.4,0.08,-0.33
H,12.0,0.0,-12.0,15.68,1.15,-14.53
H,10.5,1.35,-9.15,16.95,0.0,-16.95
A,29.68,0.0,-29.68,44.45,0.75,-43.7
H,9.08,6.9,-2.18,16.95,0.0,-16.95
D,6.75,2.65,-4.1,44.45,0.75,-43.7
H,13.88,0.38,-13.5,7.25,1.8,-5.45
H,48.53,3.5,-45.03,0.4,0.08,-0.33
D,34.08,0.0,-34.08,0.0,2.1,2.1
D,12.0,0.0,-12.0,34.55,0.23,-34.33
A,3.0,0.83,-2.18,15.68,1.15,-14.53
H,29.68,0.0,-29.68,31.5,11.8,-19.7
D,10.5,1.35,-9.15,12.83,8.22,-4.61
A,0.0,5.29,5.29,4.5,80.12,75.62
H,12.83,8.22,-4.61,34.08,0.0,-34.08
D,15.68,1.15,-14.53,6.75,2.65,-4.1
H,0.0,2.1,2.1,9.08,6.9,-2.18
D,4.5,80.12,75.62,12.0,0.0,-12.0
H,34.55,0.23,-34.33,3.0,0.83,-2.18
D,16.95,0.0,-16.95,29.68,0.0,-29.68
D,0.4,0.08,-0.33,0.0,5.29,5.29
H,7.25,1.8,-5.45,48.53,3.5,-45.03
D,31.5,11.8,-19.7,13.88,0.38,-13.5
A,44.45,0.75,-43.7,10.5,1.35,-9.15
D,15.68,1.15,-14.53,13.88,0.38,-13.5
H,0.0,5.29,5.29,34.55,0.23,-34.33
D,0.0,2.1,2.1,12.0,0.0,-12.0
D,31.5,11.8,-19.7,7.25,1.8,-5.45
H,44.45,0.75,-43.7,9.08,6.9,-2.18
H,34.08,0.0,-34.08,48.53,3.5,-45.03
A,29.68,0.0,-29.68,4.5,80.12,75.62
D,10.5,1.35,-9.15,6.75,2.65,-4.1
A,16.95,0.0,-16.95,12.83,8.22,-4.61
D,0.4,0.08,-0.33,3.0,0.83,-2.18
H,9.08,6.9,-2.18,34.08,0.0,-34.08
D,7.25,1.8,-5.45,0.4,0.08,-0.33
H,6.75,2.65,-4.1,16.95,0.0,-16.95
D,13.88,0.38,-13.5,0.0,5.29,5.29
A,3.0,0.83,-2.18,44.45,0.75,-43.7
H,4.5,80.12,75.62,0.0,2.1,2.1
H,48.53,3.5,-45.03,15.68,1.15,-14.53
H,12.0,0.0,-12.0,29.68,0.0,-29.68
D,12.83,8.22,-4.61,31.5,11.8,-19.7
H,34.55,0.23,-34.33,10.5,1.35,-9.15
H,12.83,8.22,-4.61,0.0,2.1,2.1
H,9.08,6.9,-2.18,0.0,5.29,5.29
H,7.25,1.8,-5.45,34.08,0.0,-34.08
D,13.88,0.38,-13.5,44.45,0.75,-43.7
H,4.5,80.12,75.62,15.68,1.15,-14.53
H,48.53,3.5,-45.03,29.68,0.0,-29.68
H,34.55,0.23,-34.33,31.5,11.8,-19.7
H,12.0,0.0,-12.0,10.5,1.35,-9.15
D,0.0,5.29,5.29,3.0,0.83,-2.18
H,0.0,2.1,2.1,6.75,2.65,-4.1
D,31.5,11.8,-19.7,9.08,6.9,-2.18
H,44.45,0.75,-43.7,4.5,80.12,75.62
D,34.08,0.0,-34.08,12.0,0.0,-12.0
D,29.68,0.0,-29.68,7.25,1.8,-5.45
A,16.95,0.0,-16.95,48.53,3.5,-45.03
D,0.4,0.08,-0.33,34.55,0.23,-34.33
A,15.68,1.15,-14.53,12.83,8.22,-4.61
H,10.5,1.35,-9.15,13.88,0.38,-13.5
A,9.08,6.9,-2.18,10.5,1.35,-9.15
D,7.25,1.8,-5.45,15.68,1.15,-14.53
D,6.75,2.65,-4.1,0.0,5.29,5.29
H,13.88,0.38,-13.5,29.68,0.0,-29.68
D,4.5,80.12,75.62,16.95,0.0,-16.95
H,48.53,3.5,-45.03,0.0,2.1,2.1
H,34.55,0.23,-34.33,44.45,0.75,-43.7
A,12.0,0.0,-12.0,31.5,11.8,-19.7
H,12.83,8.22,-4.61,0.4,0.08,-0.33
